age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,technician,1,1,no,163,0,yes,cellular,28.0,aug,9,24,-1,0,unknown,0
42,technician,1,1,no,3,0,no,cellular,28.0,aug,11,26,-1,0,unknown,0
43,management,1,2,no,241,0,no,cellular,28.0,aug,79,10,-1,0,unknown,0
42,services,1,1,no,59,0,no,cellular,28.0,aug,144,13,-1,0,unknown,0
39,housemaid,1,2,no,315,0,no,cellular,28.0,aug,53,4,-1,0,unknown,0
32,technician,divorced,1,no,-262,1,no,telephone,28.0,aug,85,24,-1,0,unknown,0
52,management,1,2,no,163,0,no,cellular,28.0,aug,638,6,-1,0,unknown,0
31,self-employed,1,2,no,81,0,no,cellular,28.0,aug,532,2,-1,0,unknown,0
47,admin.,divorced,1,no,225,0,no,cellular,28.0,aug,1126,4,-1,0,unknown,1
32,management,1,2,no,864,1,no,cellular,28.0,aug,17,19,-1,0,unknown,0
40,housemaid,1,0,no,0,0,no,cellular,28.0,aug,16,20,-1,0,unknown,0
48,technician,1,1,no,1548,0,no,cellular,28.0,aug,143,5,-1,0,unknown,0
54,management,divorced,2,no,0,0,no,cellular,28.0,aug,276,6,-1,0,unknown,0
43,management,divorced,2,no,3327,0,no,telephone,28.0,aug,146,19,-1,0,unknown,0
48,management,1,2,no,0,0,no,cellular,28.0,aug,16,16,-1,0,unknown,0
55,services,1,1,no,879,0,no,cellular,28.0,aug,183,8,-1,0,unknown,0
37,technician,1,1,no,729,0,no,cellular,28.0,aug,156,8,-1,0,unknown,0
36,technician,1,1,no,-158,1,no,cellular,28.0,aug,1037,7,-1,0,unknown,0
31,technician,0,1,no,0,0,no,cellular,28.0,aug,18,15,-1,0,unknown,0
31,management,0,2,no,35,0,no,cellular,28.0,aug,27,16,-1,0,unknown,0
56,retired,1,1,no,1333,0,no,cellular,28.0,aug,17,14,-1,0,unknown,0
49,services,1,1,no,2420,1,no,telephone,28.0,aug,19,13,-1,0,unknown,0
34,technician,1,1,no,0,0,no,cellular,28.0,aug,12,13,-1,0,unknown,0
38,management,1,2,no,173,0,no,cellular,28.0,aug,32,8,-1,0,unknown,0
31,housemaid,1,2,no,0,0,no,unknown,28.0,aug,12,15,-1,0,unknown,0
33,technician,0,1,no,111,0,no,cellular,28.0,aug,7,23,-1,0,unknown,0
40,technician,1,2,no,84,0,no,cellular,28.0,aug,715,8,-1,0,unknown,0
33,management,0,2,no,0,0,no,cellular,28.0,aug,13,17,-1,0,unknown,0
32,admin.,0,2,no,211,0,no,cellular,28.0,aug,56,7,-1,0,unknown,0
34,technician,0,1,no,0,0,no,cellular,28.0,aug,195,6,-1,0,unknown,0
30,management,0,2,no,17,0,no,cellular,28.0,aug,95,6,-1,0,unknown,0
50,housemaid,1,0,no,0,0,no,cellular,28.0,aug,39,4,-1,0,unknown,0
55,management,divorced,2,no,668,0,no,cellular,28.0,aug,25,6,-1,0,unknown,0
60,self-employed,1,1,no,1690,0,no,cellular,28.0,aug,64,11,-1,0,unknown,0
53,management,1,2,no,37,0,no,cellular,28.0,aug,51,9,-1,0,unknown,0
45,blue-collar,1,1,no,-183,1,yes,cellular,28.0,aug,8,13,-1,0,unknown,0
53,blue-collar,1,1,no,65,0,no,cellular,28.0,aug,25,18,-1,0,unknown,0
31,management,0,2,no,0,0,no,cellular,28.0,aug,38,16,-1,0,unknown,0
34,technician,1,1,no,-173,0,no,cellular,28.0,aug,85,2,-1,0,unknown,0
54,management,1,2,no,1258,0,no,cellular,28.0,aug,153,14,-1,0,unknown,0
48,blue-collar,1,3,no,2499,0,no,cellular,28.0,aug,429,3,-1,0,unknown,0
37,technician,1,2,no,0,0,no,cellular,28.0,aug,76,1,-1,0,unknown,0
45,blue-collar,1,0,no,377,0,no,cellular,28.0,aug,26,23,-1,0,unknown,0
33,self-employed,1,1,no,77,0,no,cellular,28.0,aug,958,6,-1,0,unknown,0
33,management,0,2,no,1530,0,no,cellular,28.0,aug,88,25,-1,0,unknown,0
48,housemaid,1,0,no,0,0,no,cellular,28.0,aug,20,23,-1,0,unknown,0
53,services,1,1,no,658,0,no,cellular,28.0,aug,18,25,-1,0,unknown,0
52,services,1,1,no,1645,0,no,cellular,28.0,aug,248,1,-1,0,unknown,0
33,technician,0,2,no,436,0,no,cellular,28.0,aug,258,8,-1,0,unknown,0
39,technician,1,2,no,0,0,no,cellular,28.0,aug,13,17,-1,0,unknown,0
35,technician,1,2,no,75,0,no,cellular,28.0,aug,9,19,-1,0,unknown,0
51,blue-collar,1,1,no,279,0,no,cellular,28.0,aug,64,3,-1,0,unknown,0
35,technician,0,1,no,230,0,no,cellular,28.0,aug,104,1,-1,0,unknown,0
30,technician,0,1,no,167,0,no,cellular,28.0,aug,35,14,-1,0,unknown,0
52,technician,1,1,no,118,0,no,cellular,28.0,aug,16,20,-1,0,unknown,0
48,blue-collar,1,0,no,323,0,no,cellular,28.0,aug,158,10,-1,0,unknown,0
36,technician,0,2,no,97,0,no,cellular,28.0,aug,69,17,-1,0,unknown,0
30,technician,divorced,1,no,3028,1,no,cellular,28.0,aug,65,5,-1,0,unknown,0
57,retired,1,3,no,-157,0,no,cellular,28.0,aug,31,9,-1,0,unknown,0
55,admin.,1,1,no,-2,0,no,cellular,28.0,aug,76,1,-1,0,unknown,0
30,technician,1,2,no,0,0,no,cellular,28.0,aug,140,9,-1,0,unknown,0
48,housemaid,0,1,no,71,0,no,cellular,28.0,aug,97,3,-1,0,unknown,0
45,self-employed,1,1,no,396,0,no,cellular,28.0,aug,238,1,-1,0,unknown,0
36,management,1,2,no,200,0,no,cellular,28.0,aug,131,1,-1,0,unknown,0
36,technician,divorced,2,no,466,0,no,cellular,28.0,aug,171,1,-1,0,unknown,0
31,management,0,2,no,713,0,no,cellular,28.0,aug,162,1,-1,0,unknown,0
41,technician,1,1,no,1788,0,no,cellular,28.0,aug,222,1,-1,0,unknown,0
33,management,0,2,no,755,1,no,cellular,28.0,aug,68,12,-1,0,unknown,0
34,technician,1,1,no,298,0,no,cellular,28.0,aug,42,10,-1,0,unknown,0
43,management,1,2,no,370,0,no,cellular,28.0,aug,142,5,-1,0,unknown,0
31,management,1,2,no,459,0,no,cellular,28.0,aug,13,14,-1,0,unknown,0
45,self-employed,1,2,no,240,0,no,cellular,28.0,aug,163,4,-1,0,unknown,0
32,technician,0,2,no,723,0,no,cellular,28.0,aug,68,27,-1,0,unknown,0
32,technician,1,1,no,-300,0,no,cellular,28.0,aug,226,9,-1,0,unknown,0
38,management,1,2,no,0,0,no,cellular,28.0,aug,77,18,-1,0,unknown,0
42,self-employed,1,2,no,0,0,no,cellular,28.0,aug,35,13,-1,0,unknown,0
52,technician,1,1,no,136,0,no,cellular,28.0,aug,88,5,-1,0,unknown,0
40,management,1,2,no,558,0,no,cellular,28.0,aug,50,5,-1,0,unknown,0
53,management,divorced,2,no,15,0,no,cellular,28.0,aug,76,5,-1,0,unknown,0
39,technician,0,2,no,1522,1,no,cellular,28.0,aug,15,8,-1,0,unknown,0
54,admin.,1,1,no,111,0,no,cellular,28.0,aug,29,13,-1,0,unknown,0
34,technician,1,1,no,33,0,no,cellular,28.0,aug,259,1,-1,0,unknown,0
35,management,0,2,no,-108,1,no,cellular,28.0,aug,74,3,-1,0,unknown,0
45,technician,1,1,no,77,0,no,cellular,28.0,aug,90,1,-1,0,unknown,0
45,technician,divorced,1,no,12,0,no,cellular,28.0,aug,88,3,-1,0,unknown,0
47,services,1,1,no,5,0,no,cellular,28.0,aug,169,1,-1,0,unknown,0
34,management,0,1,no,1863,0,no,cellular,28.0,aug,143,1,-1,0,unknown,0
36,technician,0,1,no,0,0,no,cellular,28.0,aug,8,13,-1,0,unknown,0
30,technician,1,1,no,42,0,no,cellular,28.0,aug,140,3,-1,0,unknown,0
35,technician,0,2,no,0,1,no,telephone,28.0,aug,46,2,-1,0,unknown,0
35,technician,1,1,no,-78,0,no,cellular,28.0,aug,102,13,-1,0,unknown,0
44,management,1,2,no,0,0,no,cellular,28.0,aug,43,1,-1,0,unknown,0
34,management,0,2,yes,621,0,no,cellular,28.0,aug,205,3,-1,0,unknown,0
30,technician,1,2,no,81,0,no,cellular,28.0,aug,51,1,-1,0,unknown,0
38,management,0,2,no,0,0,no,cellular,28.0,aug,59,12,-1,0,unknown,0
41,technician,divorced,1,no,475,1,no,cellular,28.0,aug,49,7,-1,0,unknown,0
37,self-employed,1,2,no,552,0,no,cellular,28.0,aug,379,1,-1,0,unknown,0
52,blue-collar,1,1,no,305,0,no,cellular,28.0,aug,26,26,-1,0,unknown,0
43,housemaid,1,0,no,685,0,no,cellular,28.0,aug,77,7,-1,0,unknown,0
60,retired,1,2,no,45,0,no,cellular,28.0,aug,39,5,-1,0,unknown,0
34,technician,1,1,no,553,0,no,cellular,28.0,aug,45,12,-1,0,unknown,0
34,management,1,2,no,2032,0,no,cellular,28.0,aug,103,12,-1,0,unknown,0
39,management,divorced,2,no,295,0,no,cellular,28.0,aug,68,2,-1,0,unknown,0
44,management,1,2,no,795,0,no,cellular,28.0,aug,99,24,-1,0,unknown,0
51,housemaid,1,0,no,605,0,no,cellular,28.0,aug,270,14,-1,0,unknown,0
52,blue-collar,1,0,no,-490,1,yes,cellular,28.0,aug,74,10,-1,0,unknown,0
40,technician,1,1,no,88,0,no,cellular,28.0,aug,214,3,-1,0,unknown,0
47,blue-collar,1,0,no,1480,0,no,cellular,28.0,aug,460,5,-1,0,unknown,0
40,technician,1,1,yes,0,0,no,cellular,28.0,aug,147,2,-1,0,unknown,0
32,management,0,2,no,813,0,no,cellular,28.0,aug,114,7,-1,0,unknown,0
50,blue-collar,1,0,no,565,1,yes,cellular,28.0,aug,36,3,-1,0,unknown,0
31,technician,0,2,no,-564,1,yes,cellular,28.0,aug,49,15,-1,0,unknown,0
33,management,1,2,no,968,0,yes,cellular,28.0,aug,95,10,-1,0,unknown,0
60,retired,1,1,no,4,0,no,cellular,28.0,aug,602,3,-1,0,unknown,0
33,technician,1,1,no,2,0,no,cellular,28.0,aug,385,7,-1,0,unknown,0
31,management,0,2,no,0,0,no,cellular,28.0,aug,35,31,-1,0,unknown,0
31,technician,0,1,no,182,0,no,cellular,28.0,aug,52,5,-1,0,unknown,0
33,technician,0,2,no,34,0,no,cellular,28.0,aug,13,30,-1,0,unknown,0
49,management,1,2,no,223,0,no,cellular,28.0,aug,22,22,-1,0,unknown,0
35,management,0,2,no,556,0,no,cellular,28.0,aug,52,8,-1,0,unknown,0
43,technician,divorced,2,no,0,0,no,cellular,28.0,aug,142,10,-1,0,unknown,0
44,management,1,2,no,278,0,no,cellular,28.0,aug,95,4,-1,0,unknown,0
35,technician,1,1,no,353,0,no,cellular,28.0,aug,17,9,-1,0,unknown,0
31,technician,0,2,no,162,0,no,cellular,28.0,aug,13,9,-1,0,unknown,0
33,technician,1,1,no,95,0,no,cellular,28.0,aug,26,19,-1,0,unknown,0
48,management,0,2,no,81,0,no,cellular,28.0,aug,23,9,-1,0,unknown,0
30,technician,0,1,no,3,0,no,cellular,28.0,aug,21,6,-1,0,unknown,0
43,management,0,2,no,1077,0,yes,telephone,28.0,aug,48,3,-1,0,unknown,0
59,retired,1,0,no,1425,1,no,cellular,28.0,aug,299,3,-1,0,unknown,0
51,admin.,1,2,no,26,1,no,telephone,28.0,aug,51,3,-1,0,unknown,0
36,management,1,2,no,918,0,no,cellular,28.0,aug,58,8,-1,0,unknown,0
49,management,0,2,no,588,0,no,cellular,28.0,aug,70,9,-1,0,unknown,0
47,blue-collar,1,0,no,3440,0,no,cellular,28.0,aug,88,10,-1,0,unknown,0
32,technician,0,1,no,35,0,no,cellular,28.0,aug,199,6,-1,0,unknown,0
36,technician,1,2,yes,63,0,no,cellular,28.0,aug,12,14,-1,0,unknown,0
60,retired,1,2,no,872,0,no,telephone,28.0,aug,37,5,-1,0,unknown,0
55,retired,1,1,no,159,0,no,cellular,28.0,aug,159,1,-1,0,unknown,0
45,blue-collar,1,0,no,1291,1,no,cellular,28.0,aug,189,17,-1,0,unknown,0
34,management,0,2,no,-64,1,yes,cellular,28.0,aug,693,7,-1,0,unknown,0
32,technician,1,1,no,1011,0,no,cellular,28.0,aug,56,10,-1,0,unknown,0
35,technician,1,1,no,433,0,no,cellular,28.0,aug,14,16,-1,0,unknown,0
30,technician,0,1,no,1286,0,no,telephone,28.0,aug,44,12,-1,0,unknown,0
30,management,0,2,no,0,0,no,cellular,28.0,aug,62,7,-1,0,unknown,0
35,management,1,2,no,1684,1,no,cellular,28.0,aug,39,8,-1,0,unknown,0
49,blue-collar,1,0,no,592,0,no,cellular,28.0,aug,133,15,-1,0,unknown,0
35,technician,0,1,yes,-30,0,no,cellular,28.0,aug,32,2,-1,0,unknown,0
32,technician,1,1,no,-213,1,no,cellular,28.0,aug,310,7,-1,0,unknown,0
58,management,1,2,no,0,0,no,cellular,28.0,aug,24,9,-1,0,unknown,0
30,management,1,2,no,1239,0,no,cellular,28.0,aug,125,5,-1,0,unknown,0
38,technician,1,1,no,0,0,no,cellular,28.0,aug,176,10,-1,0,unknown,0
35,technician,0,2,no,576,0,no,cellular,28.0,aug,8,13,-1,0,unknown,0
60,management,1,2,no,3029,0,no,cellular,28.0,aug,26,9,-1,0,unknown,0
56,blue-collar,1,0,no,313,0,no,cellular,28.0,aug,24,16,-1,0,unknown,0
46,technician,1,1,no,292,0,yes,cellular,28.0,aug,7,13,-1,0,unknown,0
43,management,0,2,no,946,0,no,telephone,28.0,aug,40,1,-1,0,unknown,0
41,technician,divorced,1,no,195,0,no,cellular,28.0,aug,260,1,-1,0,unknown,0
31,technician,1,1,no,367,0,no,cellular,28.0,aug,79,17,-1,0,unknown,0
48,blue-collar,1,0,no,266,0,no,telephone,28.0,aug,58,5,-1,0,unknown,0
60,technician,divorced,1,no,-50,0,no,cellular,28.0,aug,433,12,-1,0,unknown,0
36,technician,0,1,no,34,0,yes,cellular,28.0,aug,247,1,-1,0,unknown,0
34,management,0,2,no,603,0,no,cellular,28.0,aug,787,1,-1,0,unknown,0
58,retired,1,2,no,1326,0,no,cellular,28.0,aug,201,1,-1,0,unknown,0
45,technician,1,2,no,265,0,no,cellular,28.0,aug,14,3,-1,0,unknown,0
39,management,1,2,no,-17,1,yes,cellular,28.0,aug,908,1,-1,0,unknown,1
55,technician,1,1,no,55,0,yes,cellular,28.0,aug,19,17,-1,0,unknown,0
32,technician,1,1,no,963,0,no,cellular,28.0,aug,15,13,-1,0,unknown,0
32,technician,1,1,no,235,1,no,telephone,28.0,aug,688,6,-1,0,unknown,0
32,technician,0,1,no,792,0,no,cellular,29.0,aug,193,2,-1,0,unknown,0
31,management,0,2,no,58,0,no,cellular,29.0,aug,207,2,-1,0,unknown,0
33,management,0,2,no,2059,0,no,cellular,29.0,aug,106,2,-1,0,unknown,0
36,technician,1,1,no,216,0,no,cellular,29.0,aug,80,2,-1,0,unknown,0
35,technician,0,1,no,634,1,no,cellular,29.0,aug,122,2,-1,0,unknown,0
38,self-employed,1,2,no,1029,0,no,cellular,29.0,aug,42,2,-1,0,unknown,0
36,technician,1,1,no,432,1,no,cellular,29.0,aug,65,2,-1,0,unknown,0
47,blue-collar,1,0,no,961,0,no,cellular,29.0,aug,45,11,-1,0,unknown,0
31,technician,1,2,no,0,0,no,cellular,29.0,aug,70,2,-1,0,unknown,0
49,services,1,1,no,413,1,yes,cellular,29.0,aug,175,2,-1,0,unknown,0
59,technician,divorced,1,no,0,0,no,cellular,29.0,aug,126,2,-1,0,unknown,0
42,technician,1,1,no,0,0,no,cellular,29.0,aug,82,12,-1,0,unknown,0
46,blue-collar,1,1,no,1673,1,no,cellular,29.0,aug,56,10,-1,0,unknown,0
35,technician,1,2,no,358,0,no,cellular,29.0,aug,92,9,-1,0,unknown,0
41,technician,0,2,no,1026,0,no,cellular,29.0,aug,59,6,-1,0,unknown,0
35,technician,divorced,1,no,56,0,no,cellular,29.0,aug,24,12,-1,0,unknown,0
34,management,0,2,no,-281,0,no,cellular,29.0,aug,56,6,-1,0,unknown,0
38,technician,divorced,2,no,82,0,no,cellular,29.0,aug,38,13,-1,0,unknown,0
33,technician,1,1,no,79,0,no,cellular,29.0,aug,144,3,-1,0,unknown,0
36,technician,0,1,no,0,0,no,cellular,29.0,aug,85,6,-1,0,unknown,0
33,technician,1,1,no,58,1,no,telephone,29.0,aug,57,2,-1,0,unknown,0
31,management,0,2,no,350,0,no,cellular,29.0,aug,71,24,-1,0,unknown,0
45,self-employed,1,0,no,373,0,no,cellular,29.0,aug,82,11,-1,0,unknown,0
32,management,1,2,no,134,0,yes,cellular,29.0,aug,162,2,-1,0,unknown,0
34,management,1,2,no,0,0,no,cellular,29.0,aug,120,2,-1,0,unknown,0
33,services,1,1,no,28,0,no,cellular,29.0,aug,73,2,-1,0,unknown,0
47,admin.,1,1,no,996,0,no,telephone,29.0,aug,247,2,-1,0,unknown,0
37,technician,1,2,no,1561,0,no,cellular,29.0,aug,88,7,-1,0,unknown,0
35,technician,divorced,1,no,515,1,yes,cellular,29.0,aug,114,3,-1,0,unknown,0
37,management,0,1,no,45,0,no,cellular,29.0,aug,99,3,-1,0,unknown,0
60,retired,1,2,no,614,0,no,cellular,29.0,aug,50,3,-1,0,unknown,0
38,technician,1,1,no,300,0,no,cellular,29.0,aug,125,5,-1,0,unknown,0
38,technician,0,1,no,332,1,no,cellular,29.0,aug,73,2,-1,0,unknown,0
30,technician,1,1,no,32,0,no,cellular,29.0,aug,73,2,-1,0,unknown,0
47,technician,divorced,2,no,8,0,no,cellular,29.0,aug,62,2,-1,0,unknown,0
40,management,1,2,no,194,0,yes,cellular,29.0,aug,189,2,-1,0,unknown,0
47,blue-collar,1,0,no,193,1,no,cellular,29.0,aug,171,2,-1,0,unknown,0
53,admin.,1,1,no,578,0,no,cellular,29.0,aug,59,2,-1,0,unknown,0
48,blue-collar,1,1,no,647,0,no,cellular,29.0,aug,64,8,-1,0,unknown,0
46,management,1,2,no,1008,0,no,cellular,29.0,aug,24,13,-1,0,unknown,0
36,technician,0,1,no,0,0,no,cellular,29.0,aug,21,2,-1,0,unknown,0
33,management,1,2,no,452,1,no,cellular,29.0,aug,168,2,-1,0,unknown,0
56,management,1,2,no,2925,0,no,cellular,29.0,aug,133,6,-1,0,unknown,0
32,management,1,2,no,0,0,no,cellular,29.0,aug,183,2,-1,0,unknown,0
32,technician,0,1,yes,-1,0,no,cellular,29.0,aug,185,2,-1,0,unknown,0
45,management,1,2,no,1186,0,no,cellular,29.0,aug,25,7,-1,0,unknown,0
45,technician,divorced,1,no,54,0,no,cellular,29.0,aug,83,3,-1,0,unknown,0
35,unknown,1,0,no,365,0,no,cellular,29.0,aug,41,2,-1,0,unknown,0
37,technician,0,2,no,160,0,no,cellular,29.0,aug,204,2,-1,0,unknown,0
51,blue-collar,1,0,no,462,1,no,cellular,29.0,aug,164,2,-1,0,unknown,0
35,technician,1,2,no,393,0,no,cellular,29.0,aug,150,2,-1,0,unknown,0
47,self-employed,1,1,no,0,0,no,cellular,29.0,aug,90,6,-1,0,unknown,0
32,management,0,2,no,0,0,no,cellular,29.0,aug,63,2,-1,0,unknown,0
35,management,0,2,no,0,0,no,cellular,29.0,aug,131,2,-1,0,unknown,0
31,management,0,2,no,471,0,no,cellular,29.0,aug,153,2,-1,0,unknown,0
46,management,0,2,no,134,0,no,cellular,29.0,aug,40,2,-1,0,unknown,0
49,management,1,2,no,0,0,no,cellular,29.0,aug,102,2,-1,0,unknown,0
45,technician,1,1,no,865,0,no,cellular,29.0,aug,80,4,-1,0,unknown,0
33,technician,1,1,yes,-708,0,no,cellular,29.0,aug,93,2,-1,0,unknown,0
51,admin.,1,1,no,255,0,no,cellular,29.0,aug,158,2,-1,0,unknown,0
59,retired,1,1,no,374,0,no,cellular,29.0,aug,272,2,-1,0,unknown,0
48,management,divorced,2,no,700,1,no,cellular,29.0,aug,488,2,-1,0,unknown,0
57,admin.,1,1,no,1218,0,no,cellular,29.0,aug,214,7,-1,0,unknown,0
33,technician,1,2,no,599,1,no,cellular,29.0,aug,461,2,-1,0,unknown,0
39,housemaid,divorced,0,no,239,0,no,cellular,29.0,aug,204,2,-1,0,unknown,0
39,management,0,2,no,109,0,no,cellular,29.0,aug,159,2,-1,0,unknown,0
42,technician,divorced,1,no,112,0,no,cellular,29.0,aug,69,4,-1,0,unknown,0
37,management,1,2,no,5,0,no,cellular,29.0,aug,36,2,-1,0,unknown,0
30,management,0,2,no,0,0,no,cellular,29.0,aug,135,2,-1,0,unknown,0
46,blue-collar,1,1,no,877,0,no,cellular,29.0,aug,339,2,-1,0,unknown,0
33,technician,1,1,no,8,0,no,cellular,29.0,aug,462,2,-1,0,unknown,0
49,management,0,1,no,0,0,no,cellular,29.0,aug,121,2,-1,0,unknown,0
36,self-employed,1,0,no,0,0,no,cellular,29.0,aug,97,2,-1,0,unknown,0
31,services,0,1,no,2070,0,no,cellular,29.0,aug,319,2,-1,0,unknown,0
34,management,1,2,no,53,1,yes,cellular,29.0,aug,256,2,-1,0,unknown,0
35,technician,1,1,no,-146,1,no,cellular,29.0,aug,240,2,-1,0,unknown,0
56,management,1,2,no,67,0,yes,cellular,29.0,aug,88,2,-1,0,unknown,0
32,technician,0,1,no,284,0,no,cellular,29.0,aug,161,2,-1,0,unknown,0
33,management,1,2,no,310,0,no,cellular,29.0,aug,179,2,-1,0,unknown,0
48,blue-collar,1,1,no,134,0,no,cellular,29.0,aug,200,7,-1,0,unknown,0
34,admin.,1,1,no,96,0,no,cellular,29.0,aug,109,2,-1,0,unknown,0
35,technician,0,2,no,33,0,no,cellular,29.0,aug,300,2,-1,0,unknown,0
32,technician,1,1,no,444,0,no,cellular,29.0,aug,63,2,-1,0,unknown,0
58,services,1,1,no,74,0,no,cellular,29.0,aug,105,2,-1,0,unknown,0
31,technician,0,1,no,0,0,no,cellular,29.0,aug,213,4,-1,0,unknown,0
33,technician,0,2,no,176,0,no,cellular,29.0,aug,112,2,-1,0,unknown,0
32,management,0,2,no,0,0,no,cellular,29.0,aug,255,2,-1,0,unknown,0
31,technician,0,1,no,-2,0,no,cellular,29.0,aug,131,2,-1,0,unknown,0
59,self-employed,1,2,no,1059,0,no,cellular,29.0,aug,103,2,-1,0,unknown,0
48,technician,1,2,no,16,0,no,cellular,29.0,aug,77,2,-1,0,unknown,0
32,management,0,2,no,769,0,no,cellular,29.0,aug,695,2,-1,0,unknown,1
36,management,1,2,no,4,1,no,cellular,29.0,aug,159,2,-1,0,unknown,0
33,technician,1,1,no,118,1,no,cellular,29.0,aug,103,2,-1,0,unknown,0
38,admin.,divorced,1,no,1314,0,no,cellular,29.0,aug,156,2,-1,0,unknown,0
54,technician,1,1,no,184,0,no,cellular,29.0,aug,81,8,-1,0,unknown,0
39,management,1,2,no,0,0,no,cellular,29.0,aug,94,2,-1,0,unknown,0
48,technician,divorced,1,no,105,0,no,cellular,29.0,aug,520,2,-1,0,unknown,0
31,technician,0,1,no,0,0,no,cellular,29.0,aug,35,14,-1,0,unknown,0
56,services,1,3,no,628,0,no,cellular,29.0,aug,96,2,-1,0,unknown,0
34,technician,0,1,no,943,0,no,cellular,29.0,aug,96,4,-1,0,unknown,0
39,management,divorced,2,no,115,0,no,cellular,29.0,aug,345,2,-1,0,unknown,0
31,technician,1,1,no,13,0,no,cellular,29.0,aug,245,2,-1,0,unknown,0
55,management,0,2,no,430,0,no,cellular,29.0,aug,79,4,-1,0,unknown,0
50,management,divorced,2,no,0,0,no,cellular,29.0,aug,128,2,-1,0,unknown,0
45,technician,1,1,no,88,0,no,cellular,29.0,aug,150,2,-1,0,unknown,0
35,management,1,2,no,171,0,no,cellular,29.0,aug,204,2,-1,0,unknown,0
31,technician,1,1,no,251,0,yes,cellular,29.0,aug,156,2,-1,0,unknown,0
37,management,1,2,no,-9,0,no,cellular,29.0,aug,168,2,-1,0,unknown,0
34,technician,1,1,yes,91,0,no,cellular,29.0,aug,67,4,-1,0,unknown,0
33,services,1,1,no,233,0,no,cellular,29.0,aug,155,2,-1,0,unknown,0
33,technician,1,2,no,503,0,no,cellular,29.0,aug,91,2,-1,0,unknown,0
55,admin.,1,1,no,0,0,no,cellular,29.0,aug,88,2,-1,0,unknown,0
41,technician,1,1,no,0,0,no,cellular,29.0,aug,141,2,-1,0,unknown,0
33,technician,divorced,1,no,22,0,no,cellular,29.0,aug,71,2,-1,0,unknown,0
46,blue-collar,1,0,no,123,0,no,cellular,29.0,aug,168,2,-1,0,unknown,0
60,retired,1,0,no,219,0,no,cellular,29.0,aug,235,2,-1,0,unknown,0
47,management,divorced,2,no,310,0,no,cellular,29.0,aug,136,2,-1,0,unknown,0
31,management,0,2,no,96,0,no,cellular,29.0,aug,63,2,-1,0,unknown,0
41,management,0,2,no,2408,0,no,cellular,29.0,aug,122,2,-1,0,unknown,0
46,blue-collar,1,1,no,1685,1,no,cellular,29.0,aug,203,2,-1,0,unknown,0
31,management,1,2,no,315,0,no,cellular,29.0,aug,109,4,-1,0,unknown,0
34,technician,divorced,1,no,7,1,yes,cellular,29.0,aug,273,2,-1,0,unknown,0
45,blue-collar,1,0,no,492,0,no,cellular,29.0,aug,141,2,-1,0,unknown,0
32,management,1,2,no,500,0,yes,cellular,29.0,aug,107,2,-1,0,unknown,0
49,management,1,2,no,146,0,no,cellular,29.0,aug,86,2,-1,0,unknown,0
39,management,0,1,no,36,0,no,cellular,29.0,aug,70,2,-1,0,unknown,0
47,services,1,1,no,518,0,no,cellular,29.0,aug,96,2,-1,0,unknown,0
59,technician,divorced,1,no,2595,1,no,cellular,29.0,aug,398,2,-1,0,unknown,0
48,management,1,2,no,494,0,no,cellular,29.0,aug,81,8,-1,0,unknown,0
33,management,1,2,no,0,0,no,cellular,29.0,aug,60,2,-1,0,unknown,0
38,technician,0,1,no,173,0,no,cellular,29.0,aug,150,4,-1,0,unknown,0
33,management,0,2,no,335,0,no,cellular,29.0,aug,130,4,-1,0,unknown,0
49,technician,1,1,no,10,0,no,cellular,29.0,aug,135,2,-1,0,unknown,0
31,technician,divorced,1,no,0,0,no,cellular,29.0,aug,256,2,-1,0,unknown,0
46,management,divorced,1,no,-852,0,yes,cellular,29.0,aug,728,2,-1,0,unknown,0
33,housemaid,1,1,no,230,0,yes,cellular,29.0,aug,264,2,-1,0,unknown,0
38,management,0,2,no,0,0,no,cellular,29.0,aug,95,2,-1,0,unknown,0
59,technician,1,1,no,0,0,no,cellular,29.0,aug,62,2,-1,0,unknown,0
49,blue-collar,1,1,no,102,0,no,cellular,29.0,aug,210,2,-1,0,unknown,0
40,technician,1,1,no,56,0,no,cellular,29.0,aug,77,2,-1,0,unknown,0
32,technician,0,1,no,1179,0,no,telephone,29.0,aug,116,2,-1,0,unknown,0
34,management,0,1,no,194,0,no,cellular,29.0,aug,186,2,-1,0,unknown,0
54,blue-collar,1,0,no,1059,0,no,cellular,29.0,aug,73,8,-1,0,unknown,0
45,blue-collar,1,0,no,121,0,no,cellular,29.0,aug,93,11,-1,0,unknown,0
40,self-employed,0,2,no,41,0,no,telephone,29.0,aug,104,2,-1,0,unknown,0
42,unemployed,divorced,2,no,-166,0,no,cellular,29.0,aug,85,4,-1,0,unknown,0
33,management,0,2,no,-359,0,no,telephone,29.0,aug,59,2,-1,0,unknown,0
43,admin.,1,1,no,257,0,no,cellular,29.0,aug,186,6,-1,0,unknown,0
39,technician,divorced,1,no,8,0,no,cellular,29.0,aug,1028,2,-1,0,unknown,0
40,technician,divorced,1,no,0,0,no,cellular,29.0,aug,299,3,-1,0,unknown,0
52,technician,1,2,no,214,0,no,cellular,29.0,aug,161,3,-1,0,unknown,0
55,blue-collar,1,0,no,771,0,no,cellular,29.0,aug,98,19,-1,0,unknown,0
